,,VENTAS DIARIAS ,,,,,,,,INTERACCIONES POR REDES ,,,,,,,,,,
FECHA,CANT/MONTO,WHATSAPP ,INSTAGRAM,FACEBOOK ,SHOWROOM ,WEB ,TIENDA,TOTAL ,,,,WHATSAPP,INTAGRAM ,FACEBOOK ,,,,WHATSAPP,INTAGRAM ,FACEBOOK 
,MONTO ,0.0,0.0,0.0,263.3,151.6,618.7,1033.6,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-06-25 00:00:00,CANTIDAD ,2.0,0.0,0.0,2.0,1.0,11.0,16,,46186,CANT. CONTACTOS ,18.0,2.0,1.0,,46201,CANT. CONTACTOS ,14.0,1.0,0.0
,MONTO ,290.2,0.0,0.0,1534.6,174.0,4411.6,6410.4,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-06-26 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,1.0,9.0,10,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,122.82,2331.5,2454.32,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-06-27 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,0.0,8.0,8,,46187,CANT. CONTACTOS ,16.0,1.0,0.0,,46202,CANT. CONTACTOS ,20.0,4.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,0.0,2491.4,2491.4,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-06-28 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,0.0,2.0,2,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,0.0,776.9,776.9,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-06-29 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,1.0,2.0,3,,46188,CANT. CONTACTOS ,11.0,0.0,0.0,,46203,CANT. CONTACTOS ,22.0,3.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,74.9,853.7,928.6,,,CANT. VENTAS ,1.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-06-30 00:00:00,CANTIDAD ,0.0,0.0,0.0,1.0,1.0,5.0,7,,,TASA DE VENTA ,,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,21930,283.0,1561.6,23774.6,,,MONTO TOTAL,39.9,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
