,,VENTAS DIARIAS ,,,,,,,,INTERACCIONES POR REDES ,,,,,,,,,,
FECHA,CANT/MONTO,WHATSAPP ,INSTAGRAM,FACEBOOK ,SHOWROOM ,WEB ,TIENDA,TOTAL ,,,,WHATSAPP,INTAGRAM ,FACEBOOK ,,,,WHATSAPP,INTAGRAM ,FACEBOOK 
,MONTO ,0.0,0.0,0.0,0.0,0.0,962.4,962.4,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-04-06 00:00:00,CANTIDAD ,1.0,1.0,0.0,0.0,1.0,3.0,6,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,106.6,114.0,0.0,0.0,114.0,907.2,1241.8,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-04-07 00:00:00,CANTIDAD ,0.0,1.0,0.0,1.0,2.0,11.0,15,,46116,CANT. CONTACTOS ,12.0,3.0,0.0,,46131,CANT. CONTACTOS ,16.0,7.0,1.0
,MONTO ,0.0,128.4,0.0,143.6,321.8,2399.2,2993,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-04-08 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,2.0,12.0,14,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,429.8,4213.1,4642.9,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-04-09 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,0.0,19.0,19,,46117,CANT. CONTACTOS ,19.0,1.0,0.0,,46132,CANT. CONTACTOS ,22.0,9.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,0.0,4853.7,4853.7,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,1.0,0.0,0.0
2026-04-10 00:00:00,CANTIDAD ,0.0,0.0,0.0,1.0,2.0,8.0,11,,,TASA DE VENTA ,0.0,0.0,0.0,,,TASA DE VENTA ,,0.0,0.0
,MONTO ,0.0,0.0,0.0,342.6,463.2,3256.1,4061.9,,,MONTO TOTAL,0.0,0.0,0.0,,,MONTO TOTAL,233.4,0.0,0.0
2026-04-11 00:00:00,CANTIDAD ,1.0,0.0,0.0,1.0,2.0,10.0,14,,46118,CANT. CONTACTOS ,11.0,1.0,0.0,,46133,CANT. CONTACTOS ,19.0,5.0,3.0
,MONTO ,350.0,0.0,0.0,450.0,347.4,3204.0,4351.4,,,CANT. VENTAS ,1.0,1.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
2026-04-12 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,4.0,3.0,7,,,TASA DE VENTA ,,,0.0,,,TASA DE VENTA ,0.0,0.0,0.0
,MONTO ,0.0,0.0,0.0,0.0,1084.8,1075.8,2160.6,,,MONTO TOTAL,106.6,114.0,0.0,,,MONTO TOTAL,0.0,0.0,0.0
2026-04-13 00:00:00,CANTIDAD ,0.0,0.0,0.0,0.0,2.0,4.0,6,,46119,CANT. CONTACTOS ,7.0,2.0,0.0,,46134,CANT. CONTACTOS ,18.0,5.0,1.0
,MONTO ,0.0,0.0,0.0,0.0,1573.0,1175.5,2748.5,,,CANT. VENTAS ,0.0,1.0,0.0,,,CANT. VENTAS ,1.0,1.0,0.0
2026-04-14 00:00:00,CANTIDAD ,1.0,1.0,0.0,0.0,1.0,6.0,9,,,TASA DE VENTA ,0.0,,0.0,,,TASA DE VENTA ,,,0.0
,MONTO ,140.4,229.4,0.0,0.0,230.4,2084.9,2685.1,,,MONTO TOTAL,0.0,128.4,0.0,,,MONTO TOTAL,314.6,429.0,0.0
2026-04-15 00:00:00,CANTIDAD ,1.0,0.0,0.0,2.0,0.0,4.0,7,,46120,CANT. CONTACTOS ,10.0,5.0,0.0,,46135,CANT. CONTACTOS ,4.0,6.0,0.0
,MONTO ,533.6,0.0,0.0,590.0,0.0,1484.5,2608.1,,,CANT. VENTAS ,0.0,0.0,0.0,,,CANT. VENTAS ,0.0,0.0,0.0
